servico_carta,servico_site,similaridade,categoria_carta,categoria_site,perfil_carta,perfil_site,url_carta,url_site
Nota fiscal de produtor eletrônica (NFP-e) – cancelamento dentro do prazo de 144h,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento extemporâneo,0.795,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-dentro-do-prazo-de-144h/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-de-nota-fiscal-de-produtor-eletronica-nfp-e-fora-do-prazo/
Nota fiscal de produtor eletrônica (NFP-e) – cancelamento dentro do prazo de 144h,Nota Fiscal de Produtor Eletrônica (NFP–e) – Desbloqueio para emissão,0.707,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-dentro-do-prazo-de-144h/,http://www.catalogo.sefaz.ms.gov.br/desbloqueio-para-emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/
Nota fiscal de produtor eletrônica (NFP-e) – cancelamento dentro do prazo de 144h,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento extemporâneo (não autorizado on–line),0.75,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-dentro-do-prazo-de-144h/,http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-extemporaneo-nao-autorizado-on-line/
Nota fiscal de produtor eletrônica (NFP-e) – cancelamento dentro do prazo de 144h,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento dentro do prazo de 24h,0.872,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-dentro-do-prazo-de-144h/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-24h/
Denúncia Espontânea – solicitação,Denúncia Espontânea – Solicitação,1.0,Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Serviços,Agropecuária,Cidadão,https://www.catalogo.sefaz.ms.gov.br/denuncia-espontanea-solicitacao/,https://www.catalogo.sefaz.ms.gov.br/denuncia-espontanea-solicitacao/
Denúncia Espontânea – solicitação,Denúncia Espontânea – Solicitação,1.0,Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Serviços,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/denuncia-espontanea-solicitacao/,http://www.catalogo.sefaz.ms.gov.br/pedido-de-denuncia-espontanea/
Denúncia Espontânea – solicitação,Denúncia Espontânea,0.731,Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Serviços,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/denuncia-espontanea-solicitacao/,http://www.catalogo.sefaz.ms.gov.br/pedido-de-denuncia-espontanea/
Livros fiscais – autenticação,Livros Fiscais – Autenticação,1.0,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,Escrituração Fiscal Digital,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/livros-fiscais-autenticacao/,http://www.catalogo.sefaz.ms.gov.br/autenticacao-de-livros-fiscais/
Cadastro da agropecuária (CAP) – baixa da inscrição estadual,Cadastro da Agropecuária (CAP) – Inscrição de Produtor Rural,0.8,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-baixa-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/inscricao-de-produtor-rural/
Cadastro da agropecuária (CAP) – baixa da inscrição estadual,Cadastro da Agropecuária (CAP) – Alteração de dados cadastrais,0.705,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-baixa-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/atualizacao-do-cadastro-do-produtor-rural/
Cadastro da agropecuária (CAP) – baixa da inscrição estadual,Cadastro da Agropecuária (CAP) – Baixa da Inscrição Estadual,1.0,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-baixa-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-de-produtor-rural/
Cadastro da agropecuária (CAP) – baixa da inscrição estadual,Cadastro da Agropecuária (CAP) – Reativação da Inscrição Estadual,0.928,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-baixa-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-da-agropecuaria-cap/
Cadastro da agropecuária (CAP) – baixa da inscrição estadual,Cadastro da Agropecuária (CAP) – Reativação de inscrição estadual suspensa por vencimento de contrato,0.708,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-baixa-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-de-produtor-suspensa-por-vencimento-de-contrato/
Cadastro da agropecuária (CAP) – baixa da inscrição estadual,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Baixa da inscrição estadual",0.719,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-baixa-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-ccis/
Cadastro da agropecuária (CAP) – suspensão temporária da inscrição estadual a pedido do contribuinte e sua prorrogação,Cadastro da Agropecuária (CAP) – Suspensão temporária da inscrição estadual a pedido do contribuinte e sua prorrogação,1.0,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-suspensao-temporaria-da-inscricao-estadual-a-pedido-do-contribuinte-e-sua-prorrogacao/,http://www.catalogo.sefaz.ms.gov.br/suspensao-temporaria-da-inscricao-de-produtor-rural-a-pedido-do-contribuinte/
Cadastro da agropecuária (CAP) – suspensão temporária da inscrição estadual a pedido do contribuinte e sua prorrogação,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Suspensão da eficácia temporária a pedido do Contribuinte e sua prorrogação",0.702,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-suspensao-temporaria-da-inscricao-estadual-a-pedido-do-contribuinte-e-sua-prorrogacao/,http://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-no-cadastro-de-comercio-indutria-e-servicos-ccis-suspensao-da-eficacia-temporaria-a-pedido-do-contribuinte/
Nota fiscal avulsa eletrônica (NFA-e) – emissão,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento dentro do prazo de 24h,0.705,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Agropecuária,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-24h/
Nota fiscal avulsa eletrônica (NFA-e) – emissão,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,0.768,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Agropecuária,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Nota fiscal avulsa eletrônica (NFA-e) – emissão,Nota Fiscal Avulsa Eletrônica (NFA–e) – Emissão,0.979,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Agropecuária,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/,http://www.catalogo.sefaz.ms.gov.br/emissao-nota-fiscal-avulsa-eletronica-nfa-e/
Nota fiscal avulsa eletrônica (NFA-e) – emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Emissão,0.808,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/,http://www.catalogo.sefaz.ms.gov.br/emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/
Nota fiscal avulsa eletrônica (NFA-e) – emissão,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento dentro do prazo de 24h,0.705,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-24h/
Nota fiscal avulsa eletrônica (NFA-e) – emissão,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,0.768,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Cadastro da agropecuária (CAP) – reativação de inscrição estadual suspensa por vencimento de contrato,Cadastro da Agropecuária (CAP) – Baixa da Inscrição Estadual,0.708,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-de-inscricao-estadual-suspensa-por-vencimento-de-contrato/,http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-de-produtor-rural/
Cadastro da agropecuária (CAP) – reativação de inscrição estadual suspensa por vencimento de contrato,Cadastro da Agropecuária (CAP) – Reativação da Inscrição Estadual,0.771,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-de-inscricao-estadual-suspensa-por-vencimento-de-contrato/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-da-agropecuaria-cap/
Cadastro da agropecuária (CAP) – reativação de inscrição estadual suspensa por vencimento de contrato,Cadastro da Agropecuária (CAP) – Reativação de inscrição estadual suspensa por vencimento de contrato,1.0,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-de-inscricao-estadual-suspensa-por-vencimento-de-contrato/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-de-produtor-suspensa-por-vencimento-de-contrato/
Nota fiscal de produtor eletrônica (NFP-e) – desbloqueio para emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Emissão,0.843,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-desbloqueio-para-emissao/,http://www.catalogo.sefaz.ms.gov.br/emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/
Nota fiscal de produtor eletrônica (NFP-e) – desbloqueio para emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento dentro do prazo de 24h,0.725,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-desbloqueio-para-emissao/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-nota-fiscal-de-produtor-eletronica-nfp-e/
Nota fiscal de produtor eletrônica (NFP-e) – desbloqueio para emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento extemporâneo,0.748,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-desbloqueio-para-emissao/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-de-nota-fiscal-de-produtor-eletronica-nfp-e-fora-do-prazo/
Nota fiscal de produtor eletrônica (NFP-e) – desbloqueio para emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Desbloqueio para emissão,0.986,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-desbloqueio-para-emissao/,http://www.catalogo.sefaz.ms.gov.br/desbloqueio-para-emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/
Nota fiscal de produtor eletrônica (NFP-e) – desbloqueio para emissão,"Nota Fiscal de Produtor, Série Especial (NFP/SE) – Desbloqueio para impressão de Formulário",0.725,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-desbloqueio-para-emissao/,http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-serie-especial-nfp-se-desbloqueio-para-impressao-de-formulario/
Nota fiscal de produtor eletrônica (NFP-e) – desbloqueio para emissão,Nota Fiscal Eletrônica (NFe) – Pedido de Reabilitação para Emissão,0.741,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-desbloqueio-para-emissao/,https://www.catalogo.sefaz.ms.gov.br/6029-2/
"Autorização específica – aquisição de milho e soja para uso na ração animal, com diferimento do ICMS","Autorização Específica – Aquisição de milho e soja para uso na ração animal, com diferimento do ICMS",1.0,Agropecuária;Autorizações - CAP,Regimes Especiais e Autorizações Específicas,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-aquisicao-de-milho-e-soja-para-uso-na-racao-animal-com-diferimento-do-icms/,http://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-recebimento-de-milho-e-soja-para-uso-na-racao-animal-com-diferimento-do-icms/
Cadastro da agropecuária (CAP) – inscrição de produtor rural,Cadastro da Agropecuária (CAP) – Inscrição de Produtor Rural,1.0,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-inscricao-de-produtor-rural/,http://www.catalogo.sefaz.ms.gov.br/inscricao-de-produtor-rural/
Cadastro da agropecuária (CAP) – inscrição de produtor rural,Cadastro da Agropecuária (CAP) – Alteração de dados cadastrais,0.754,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-inscricao-de-produtor-rural/,http://www.catalogo.sefaz.ms.gov.br/atualizacao-do-cadastro-do-produtor-rural/
Cadastro da agropecuária (CAP) – inscrição de produtor rural,Cadastro da Agropecuária (CAP) – Baixa da Inscrição Estadual,0.8,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-inscricao-de-produtor-rural/,http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-de-produtor-rural/
Cadastro da agropecuária (CAP) – inscrição de produtor rural,Cadastro da Agropecuária (CAP) – Reativação da Inscrição Estadual,0.768,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-inscricao-de-produtor-rural/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-da-agropecuaria-cap/
Cadastro da agropecuária (CAP) – reativação da inscrição estadual,Cadastro da Agropecuária (CAP) – Inscrição de Produtor Rural,0.768,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/inscricao-de-produtor-rural/
Cadastro da agropecuária (CAP) – reativação da inscrição estadual,Cadastro da Agropecuária (CAP) – Alteração de dados cadastrais,0.724,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/atualizacao-do-cadastro-do-produtor-rural/
Cadastro da agropecuária (CAP) – reativação da inscrição estadual,Cadastro da Agropecuária (CAP) – Baixa da Inscrição Estadual,0.928,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-de-produtor-rural/
Cadastro da agropecuária (CAP) – reativação da inscrição estadual,Cadastro da Agropecuária (CAP) – Reativação da Inscrição Estadual,1.0,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-da-agropecuaria-cap/
Cadastro da agropecuária (CAP) – reativação da inscrição estadual,Cadastro da Agropecuária (CAP) – Reativação de inscrição estadual suspensa por vencimento de contrato,0.771,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-de-produtor-suspensa-por-vencimento-de-contrato/
Cadastro da agropecuária (CAP) – reativação da inscrição estadual,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Reativação da inscrição estadual",0.738,Agropecuária;Cadastro Fiscal - CAP,Cadastros,Agropecuária,Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-do-cadastro-de-comercio-industria-e-servicos-ccis/
Nota fiscal de produtor eletrônica (NFP-e) – emissão,Nota Fiscal Avulsa Eletrônica (NFA–e) – Emissão,0.808,Agropecuária;Documentos Fiscais - CAP,Nota Fiscal Avulsa Eletrônica,Agropecuária,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-emissao/,http://www.catalogo.sefaz.ms.gov.br/emissao-nota-fiscal-avulsa-eletronica-nfa-e/
Nota fiscal de produtor eletrônica (NFP-e) – emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Emissão,0.981,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-emissao/,http://www.catalogo.sefaz.ms.gov.br/emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/
Nota fiscal de produtor eletrônica (NFP-e) – emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento dentro do prazo de 24h,0.712,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-emissao/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-nota-fiscal-de-produtor-eletronica-nfp-e/
Nota fiscal de produtor eletrônica (NFP-e) – emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento extemporâneo,0.77,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-emissao/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-de-nota-fiscal-de-produtor-eletronica-nfp-e-fora-do-prazo/
Nota fiscal de produtor eletrônica (NFP-e) – emissão,Nota Fiscal de Produtor Eletrônica (NFP–e) – Desbloqueio para emissão,0.843,Agropecuária;Documentos Fiscais - CAP,Documentos Fiscais Eletrônicos,Agropecuária,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-emissao/,http://www.catalogo.sefaz.ms.gov.br/desbloqueio-para-emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/
"Conhecimento de transporte eletrônico para outros serviços – CT-e OS, modelo 67 – pedido de credenciamento","Conhecimento de Transporte Eletrônico – CT–e, Modelo 57 e Conhecimento de Transporte Eletrônico para Outros Serviços – CT–e OS, Modelo 67 – Pedido de Cancelamento Extemporâneo",0.712,Documentos Fiscais - CCIS,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/conhecimento-de-transporte-eletronico-para-outros-servicos-ct-e-os-modelo-67-pedido-de-credenciamento/,http://www.catalogo.sefaz.ms.gov.br/conhecimento-de-transporte-para-outros-servicos-ct-e-os-modelo-67-pedido-de-cancelamento-extemporaneo/
Nota fiscal eletrônica (NF-e) – credenciamento,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,0.739,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,Nota Fiscal Avulsa Eletrônica,"Comércio, Indústria e Serviços",Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-eletronica-nf-e-credenciamento/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Nota fiscal eletrônica (NF-e) – credenciamento,Nota Fiscal Avulsa Eletrônica (NFA–e) – Emissão,0.731,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,Nota Fiscal Avulsa Eletrônica,"Comércio, Indústria e Serviços",Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-eletronica-nf-e-credenciamento/,http://www.catalogo.sefaz.ms.gov.br/emissao-nota-fiscal-avulsa-eletronica-nfa-e/
Nota fiscal eletrônica (NF-e) – credenciamento,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,0.739,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-eletronica-nf-e-credenciamento/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Escrituração fiscal digital (EFD) – credenciamento voluntário,Escrituração Fiscal Digital (EFD) – Entrega,0.769,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Sistema Público de Escrituração Digital (SPED) - Documentos Fiscais Eletrônicos (DFE),Escrituração Fiscal Digital,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/escrituracao-fiscal-digital-efd-credenciamento-voluntario/,http://www.catalogo.sefaz.ms.gov.br/entrega-da-escrituracao-fiscal-digital-efd/
Escrituração fiscal digital (EFD) – credenciamento voluntário,Escrituração Fiscal Digital (EFD) – Retificação,0.759,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Sistema Público de Escrituração Digital (SPED) - Documentos Fiscais Eletrônicos (DFE),Escrituração Fiscal Digital,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/escrituracao-fiscal-digital-efd-credenciamento-voluntario/,http://www.catalogo.sefaz.ms.gov.br/retificacao-de-escrituracao-fiscal-digital-efd/
Escrituração fiscal digital (EFD) – credenciamento voluntário,Escrituração Fiscal Digital (EFD) – Baixa de notificação,0.718,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Sistema Público de Escrituração Digital (SPED) - Documentos Fiscais Eletrônicos (DFE),Escrituração Fiscal Digital,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/escrituracao-fiscal-digital-efd-credenciamento-voluntario/,http://www.catalogo.sefaz.ms.gov.br/baixa-de-notificacao-por-falta-de-entrega-de-escrituracao-fiscal-digital-efd/
Escrituração fiscal digital (EFD) – credenciamento voluntário,Escrituração Fiscal Digital (EFD) – Dispensa de entrega,0.741,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Sistema Público de Escrituração Digital (SPED) - Documentos Fiscais Eletrônicos (DFE),Escrituração Fiscal Digital,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/escrituracao-fiscal-digital-efd-credenciamento-voluntario/,http://www.catalogo.sefaz.ms.gov.br/dispensa-de-entrega-de-escrituracao-fiscal-digital-efd/
Nota fiscal de consumidor eletrônica (NFC-e) – credenciamento e CSC,Nota Fiscal de Produtor Eletrônica (NFP–e) – Emissão,0.706,Comércio Indústria e Serviços;Documentos Fiscais - CCIS,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-consumidor-eletronica-nfc-e-credenciamento-e-csc/,http://www.catalogo.sefaz.ms.gov.br/emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/
