Categorias,Perfis,Serviços,URL,fonte,id_unico,data_extracao
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,Empresa,Microempresa Simples Nacional – reconsideração da análise para enquadramento no benefício do Decreto nº 16.177/2023,https://www.catalogo.sefaz.ms.gov.br/microempresa-simples-nacional-reconsideracao-da-analise-para-enquadramento-no-beneficio-do-decreto-no-16-177-2023/,Carta de Serviço,126,2025-08-14
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Notícias,Empresa,Pedido de reconsideração de despacho de indeferimento de atestado de inexistência para fins de diferimento do ICMS diferencial de alíquotas e de importação na aquisição de máquinas e equipamentos industriais – Termo de Acordo,https://www.catalogo.sefaz.ms.gov.br/pedido-de-reconsideracao-de-despacho-de-indeferimento-de-atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-indu/,Carta de Serviço,127,2025-08-14
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Notícias,Empresa,ICMS Importação – dispensa da cobrança de ICMS sobre a importação de bens de uso exclusivo em processo de geração e de transmissão de sons e imagens ou de composição e impressão jornalística,https://www.catalogo.sefaz.ms.gov.br/icms-importacao-dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-de-uso-exclusivo-em-processo-de-geracao-e-de-transmissao-de-sons-e-imagens-ou-de-composicao-e-impressao-jornalistica/,Carta de Serviço,128,2025-08-14
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,Empresa,"ICMS Importação – dispensa da cobrança de ICMS sobre a importação de bens, por estabelecimentos não industriais ou industriais não contribuintes, de uso em funções específicas, relacionadas com as atividades do importador",https://www.catalogo.sefaz.ms.gov.br/icms-importacao-dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-por-estabelecimentos-nao-industriais-ou-industriais-nao-contribuintes-de-uso-em-funcoes-especificas-relacionadas-com-as-ati/,Carta de Serviço,129,2025-08-14
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,Empresa,Prorrogação de atestado de inexistência para fins de diferimento do ICMS diferencial de alíquotas e de importação na aquisição de máquinas e equipamentos industriais – Termo de Acordo,https://www.catalogo.sefaz.ms.gov.br/prorrogacao-de-atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-industriais-termo-de-acordo/,Carta de Serviço,130,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – redução de base de cálculo nas operações internas com máquinas novas relacionadas no Dec. 16.114/2023 – apenas p/ empresas comercializadoras das máquinas citadas,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-reducao-de-base-de-calculo-nas-operacoes-internas-com-maquinas-novas-relacionadas-no-dec-16-114-2023-apenas-p-empresas-comercializadoras-das-maquinas-citad/,Carta de Serviço,131,2025-08-14
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,Empresa,"Nota fiscal de produtor eletrônica (NFP-e) – baixa de pendência de NFP-e de remessa com suspensão/não-incidência do ICMS, se comprovado o retorno da mercadoria",https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-baixa-de-pendencia-de-nfp-e-de-remessa-com-suspensao-nao-incidencia-do-icms-se-comprovado-o-retorno-da-mercadoria/,Carta de Serviço,132,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – dilatação do prazo para pagamento semanal do ICMS devido nas saídas interestaduais – diferimento do ICMS Garantido-Abate – serviços exclusivos para atacadistas de carne (CAE 4.17.00),https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-dilatacao-do-prazo-para-pagamento-semanal-do-icms-devido-nas-saidas-interestaduais-diferimento-do-icms-garantido-abate-servicos-exclusivos-para-ata/,Carta de Serviço,133,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – diferimento do lançamento e do pagamento do ICMS Garantido-Abate (Decreto nº 12.056/2006) – serviço exclusivo para atacadistas de carne (CAE 4.17.00),https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-lancamento-e-do-pagamento-do-icms-garantido-abate-decreto-no-12-056-2006-servico-exclusivo-para-atacadistas-de-carne-cae-4-17-00/,Carta de Serviço,134,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – dilatação do prazo para pagamento semanal do ICMS devido nas saídas interestaduais – diferimento do ICMS nas operações com gado bovino e bufalino para abate ou diferimento do ICMS Garantido-Abate – serviços exclusivos para frigoríficos (CAE 3.17.03),https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-dilatacao-do-prazo-para-pagamento-semanal-do-icms-devido-nas-saidas-interestaduais-diferimento-do-icms-nas-operacoes-com-gado-bovino-e-bufalino-para-abate-ou/,Carta de Serviço,135,2025-08-14
Comércio Indústria e Serviços;Regimes Especiais - CCIS,Empresa,Regime especial – frigorífico de outra UF – cadastro como substituto tributário responsável pelo pagamento da diferença de peso ou preço – apenas para frigoríficos do estado de São Paulo (Prot. ICMS 03/88),https://www.catalogo.sefaz.ms.gov.br/regime-especial-frigorifico-de-outra-uf-cadastro-como-substituto-tributario-responsavel-pelo-pagamento-da-diferenca-de-peso-ou-preco-apenas-para-frigorificos-do-estado-de-sao-pau/,Carta de Serviço,136,2025-08-14
Comércio Indústria e Serviços;Regimes Especiais - CCIS,Empresa,"Regime especial – dilatação de prazo p/ pagamento, por período mensal, do ICMS devido nas saídas interestaduais de soja e farelo de soja – apenas para indústrias de óleo de soja (art. 4º, I, a do Anexo V ao RICMS, c/c art. 74, III do RICMS)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-p-pagamento-por-periodo-mensal-do-icms-devido-nas-saidas-interestaduais-de-soja-e-farelo-de-soja-apenas-para-industrias-de-oleo-de-soja-art/,Carta de Serviço,137,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,"Autorização específica – diferimento do ICMS no recebimento de grãos da CONAB – p/ estabelecimentos industriais, comerciais ou de cooperativas (art. 1º, § 1º, II, c do Anexo II ao RICMS)",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-icms-no-recebimento-de-graos-da-conab-p-estabelecimentos-industriais-comerciais-ou-de-cooperativas-art-1o-%c2%a7-1o-ii-c-do-anexo-ii-ao/,Carta de Serviço,138,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – diferimento do ICMS na aquisição de embalagens plásticas e latas produzidas em MS p/ acondicionar os produtos do adquirente (Res. Int. SEF de 1993) – apenas p/ indústrias e abatedores de animais,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-icms-na-aquisicao-de-embalagens-plasticas-e-latas-produzidas-em-ms-p-acondicionar-os-produtos-do-adquirente-res-int-sef-de-1993-apenas-p/,Carta de Serviço,139,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Fusão/Incorporação (art. 13-A e 13-B do Anexo V ao Regulamento do ICMS – RICMS),https://www.catalogo.sefaz.ms.gov.br/fusao-incorporacao-art-13-a-e-13-b-do-anexo-v-ao-regulamento-do-icms-ricms/,Carta de Serviço,140,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,"Autorização específica – credenciamento para remessa de alumínio a estabelecimentos de outra UF, assumindo a responsabilidade pelo pagamento do ICMS (art. 47-A, § 5º, II do Anexo III ao Regulamento do ICMS)",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credenciamento-para-remessa-de-aluminio-a-estabelecimentos-de-outra-uf-assumindo-a-responsabilidade-pelo-pagamento-do-icms-art-47-a-%c2%a7-5o-ii-do-anexo-iii-ao-r/,Carta de Serviço,141,2025-08-14
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,Empresa,"Levantamento ou devolução de garantia (art. 17 e 18 do Subanexo Único ao Anexo V ao RICMS) oferecida para:  a) obtenção/renovação de regime especial ou autorização específica, b) cadastro como distribuidora de combustíveis estabelecida em MS, c) cadastro como contribuinte substituto tributário de MS estabelecido em outra UF",https://www.catalogo.sefaz.ms.gov.br/levantamento-ou-devolucao-de-garantia-art-17-e-18-do-subanexo-unico-ao-anexo-v-ao-ricms-oferecida-para-obtencao-renovacao-de-regime-especial-ou-autorizacao-especifica-cadastro/,Carta de Serviço,142,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização – controle de empresas interdependentes (art. 57-A da Lei nº 1.810/1997) – apenas p/ contribuintes de Mato Grosso do Sul,https://www.catalogo.sefaz.ms.gov.br/autorizacao-controle-de-empresas-interdependentes-art-57-a-da-lei-no-1-810-1997-apenas-p-contribuintes-de-mato-grosso-do-sul/,Carta de Serviço,143,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Empresa,Ouvidoria Fazendária,https://www.catalogo.sefaz.ms.gov.br/ouvidoria-fazendaria/,Carta de Serviço,144,2025-08-14
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Empresa,"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de artesão (CEA – cadastro especial de artesão)",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-artesao-cea-cadastro-especial-de-artesao/,Carta de Serviço,145,2025-08-14
Comércio Indústria e Serviços;Documentos Fiscais - CCIS,Empresa,"Nota fiscal eletrônica (NF-e), modelo 55 – pedido de cancelamento extemporâneo",https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-eletronica-nf-e-modelo-55-pedido-de-cancelamento-extemporaneo/,Carta de Serviço,146,2025-08-14
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,Empresa,Regime especial –  PROEXPRP – Ponta Porã (art. 5º-A do Dec. 14.426/2016),https://www.catalogo.sefaz.ms.gov.br/regime-especial-proexprp-ponta-pora-art-5o-a-do-dec-14-426-2016/,Carta de Serviço,147,2025-08-14
Comércio Indústria e Serviços;Regimes Especiais - CCIS,Empresa,Autorização – inclusão de franqueadora no regime especial de transportadora conveniada (Anexo XII ao RICMS) – apenas para transportadoras de MS com regime especial de transportadora conveniada,https://www.catalogo.sefaz.ms.gov.br/autorizacao-inclusao-de-franqueadora-no-regime-especial-de-transportadora-conveniada-anexo-xii-ao-ricms-apenas-para-transportadoras-de-ms-com-regime-especial-de-transportadora-co/,Carta de Serviço,148,2025-08-14
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,"Credenciamento – remessa de produtos agrícolas para depósito em Goiás, com suspensão da cobrança do ICMS (Prot. ICMS 10/98)",https://www.catalogo.sefaz.ms.gov.br/credenciamento-remessa-de-produtos-agricolas-para-deposito-em-goias-com-suspensao-da-cobranca-do-icms-prot-icms-10-98/,Carta de Serviço,149,2025-08-14
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,"Credenciamento para recebimento de produtos agrícolas para depósito, remetidos por produtores rurais do estado de Goiás, com suspensão da cobrança do ICMS (Prot. ICMS 10/98)",https://www.catalogo.sefaz.ms.gov.br/credenciamento-para-recebimento-de-produtos-agricolas-para-deposito-remetidos-por-produtores-rurais-do-estado-de-goias-com-suspensao-da-cobranca-do-icms-prot-icms-10-98/,Carta de Serviço,150,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – redução de base de cálculo nas operações com produtos resultantes da industrialização da mandioca (art. 60-B do Anexo I ao RICMS) – apenas p/ industrializadores de mandioca,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-reducao-de-base-de-calculo-nas-operacoes-com-produtos-resultantes-da-industrializacao-da-mandioca-art-60-b-do-anexo-i-ao-ricms-apenas-p-industrializadore/,Carta de Serviço,151,2025-08-14
Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Empresa,Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,Carta de Serviço,152,2025-08-14
Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Empresa,Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/,Carta de Serviço,153,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Empresa,Fornecimento de dados e documentos fiscais do próprio requerente,https://www.catalogo.sefaz.ms.gov.br/fornecimento-de-dados-e-documentos-fiscais-do-proprio-requerente/,Carta de Serviço,154,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS;Parcelamentos - fiscalização,Empresa,Contribuições previstas na Lei Complementar nº 93/2001 (FADEFE e PRÓ-DESENVOLVE) – pedido de parcelamento de débito (PPD),https://www.catalogo.sefaz.ms.gov.br/contribuicoes-previstas-na-lei-complementar-no-93-2001-fadefe-e-pro-desenvolve-pedido-de-parcelamento-de-debito-ppd/,Carta de Serviço,155,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – crédito outorgado e redução do percentual de MVA nas op. internas realizadas por estabelecimentos comerciais atacadistas (Dec. 15.368/2020) – apenas p/ atacadistas,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-outorgado-e-reducao-do-percentual-de-mva-nas-op-internas-realizadas-por-estabelecimentos-comerciais-atacadistas-dec-15-368-2020-apenas-p-atacadi/,Carta de Serviço,156,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,"Autorização específica – remessa interna para industrialização com diferimento do ICMS incidente sobre o valor do serviço de industrialização, no retorno dos produtos ao estabelecimento de origem (Dec. 11.236/2003)",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-remessa-interna-para-industrializacao-com-diferimento-do-icms-incidente-sobre-o-valor-do-servico-de-industrializacao-no-retorno-dos-produtos-ao-estabelecimento-de-ori/,Carta de Serviço,157,2025-08-14
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,Empresa,Nota fiscal eletrônica (NF-e) – pedido de reabilitação para emissão,https://www.catalogo.sefaz.ms.gov.br/6029-2/,Carta de Serviço,158,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,Empresa,PRÓ-DESENVOLVE (Fundo Estadual Pró-desenvolvimento Econômico) – baixa de notificação de débito,https://www.catalogo.sefaz.ms.gov.br/pro-desenvolve-fundo-estadual-pro-desenvolvimento-economico-baixa-de-notificacao-de-debito/,Carta de Serviço,159,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – crédito outorgado nas operações internas e interestaduais com açúcar pelos fabricantes de açúcar,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-outorgado-nas-operacoes-internas-e-interestaduais-com-acucar-pelos-fabricantes-de-acucar/,Carta de Serviço,160,2025-08-14
Outras solicitações - CCIS,Empresa,ICMS ST – pedido de ressarcimento – Subanexo II ao Anexo III do RICMS,https://www.catalogo.sefaz.ms.gov.br/icms-st-pedido-de-ressarcimento-do-icms-st-nos-termos-do-subanexo-ii-ao-anexo-iii-do-ricms/,Carta de Serviço,161,2025-08-14
Comércio Indústria e Serviços;Créditos Fiscais - CCIS,Empresa,"ICMS – homologação de crédito fiscal de contribuinte inscrito no cadastro do comércio, indústria e serviços (CCIS)",https://www.catalogo.sefaz.ms.gov.br/icms-homologacao-de-credito-fiscal-de-contribuinte-inscrito-no-cadastro-do-comercio-industria-e-servicos-ccis/,Carta de Serviço,162,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – crédito presumido incidente nas operações com energia elétrica e serviços de comunicação,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-presumido-incidente-nas-operacoes-com-energia-eletrica-e-servicos-de-comunicacao/,Carta de Serviço,163,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,"Autorização específica – diferimento do ICMS na aquisição de produtos agrícolas por indústrias, na operação interna (art. 3º do Dec. 9.895/2000) – apenas p/ indústrias, exceto fabricantes de ração animal",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-icms-na-aquisicao-de-produtos-agricolas-por-industrias-na-operacao-interna-art-3o-do-dec-9-895-2000-apenas-p-industrias-exceto-fabrican/,Carta de Serviço,164,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Empresa,Nota fiscal de produtor eletrônica (NFP-e) / Nota fiscal avulsa eletrônica (NFA-e) – emissão de carta de correção eletrônica (CC-e),https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/,Carta de Serviço,165,2025-08-14
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,Empresa,ICMS Importação – inclusão de item na listagem de matéria-prima/mercadoria para fins de diferimento do imposto – benefício previsto em Termo de Acordo,https://www.catalogo.sefaz.ms.gov.br/icms-importacao-inclusao-de-item-na-listagem-de-materia-prima-mercadoria-para-fins-de-diferimento-do-imposto-beneficio-previsto-em-termo-de-acordo/,Carta de Serviço,166,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Empresa,Guia de trânsito suspensa – prorrogação do prazo de suspensão,https://www.catalogo.sefaz.ms.gov.br/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao/,Carta de Serviço,167,2025-08-14
Comércio Indústria e Serviços;Créditos Fiscais - CCIS,Empresa,ICMS ST – homologação de crédito por venda de combustível ao estado do Mato Grosso do Sul,https://www.catalogo.sefaz.ms.gov.br/homologacao-de-credito-por-venda-de-combustivel-ao-estado-do-mato-grosso-do-sul/,Carta de Serviço,168,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Certidões - Geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Empresa,Certidão de registro e depósito convênio 190 – emissão,https://www.catalogo.sefaz.ms.gov.br/certidao-de-registro-e-deposito-convenio-190-emissao/,Carta de Serviço,169,2025-08-14
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,Empresa,"Regime especial – PROEXPRP – programa de estímulo à exportação pelos portos do rio Paraguai (art. 1º, § único, inciso I do Dec. 14.426/2016)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-proexprp-programa-de-estimulo-a-exportacao-pelos-portos-do-rio-paraguai-art-1o-%c2%a7-unico-inciso-i-do-dec-14-426-2016/,Carta de Serviço,170,2025-08-14
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,Empresa,"Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos in natura soja e milho em grãos (Dec. 11.803/2005) – apenas para cerealista/comercializador de soja e/ou milho",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-in-natura-soja-e-milho-em-graos-dec-11-803/,Carta de Serviço,171,2025-08-14
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,Empresa,"Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos in natura, inclusive algodão em pluma, exceto soja e milho (Dec. 11.803/2005)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-in-natura-inclusive-algodao-em-pluma-excet/,Carta de Serviço,172,2025-08-14
Comércio Indústria e Serviços;Regimes Especiais - CCIS,Empresa,"Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Dec. 11.803/2005) – apenas para frigoríficos",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-industrializados-ou-semielaborados-dec-11/,Carta de Serviço,173,2025-08-14
Comércio Indústria e Serviços;Regimes Especiais - CCIS,Empresa,"Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Dec. 11.803/2005) – apenas para indústrias de combustíveis e usinas de açúcar e álcool",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-industrializados-ou-semielaborados-dec-11-2/,Carta de Serviço,174,2025-08-14
Comércio Indústria e Serviços;Outras solicitações - CCIS,Empresa,ICMS Equalização Simples Nacional – 1ª revisão de cobrança – módulo “Informações Fiscais”,https://www.catalogo.sefaz.ms.gov.br/icms-equalizacao-simples-nacional-1a-revisao-de-cobranca-modulo-informacoes-fiscais/,Carta de Serviço,175,2025-08-14
Comércio Indústria e Serviços;Outras solicitações - CCIS,Empresa,ICMS ST-SN – revisão da cobrança (1ª revisão – módulo “Informações Fiscais”),https://www.catalogo.sefaz.ms.gov.br/icms-st-sn-revisao-da-cobranca-1a-revisao-modulo-informacoes-fiscais/,Carta de Serviço,176,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Empresa,"Documentação cadastral, cópia de processo ou outra",https://www.catalogo.sefaz.ms.gov.br/documentacao-cadastral-copia-de-processo-ou-outra/,Carta de Serviço,177,2025-08-14
Comércio Indústria e Serviços;Declarações - CCIS,Empresa,Guia nacional de informação e apuração do ICMS substituição tributária (GIA-ST) – baixa de notificação,https://www.catalogo.sefaz.ms.gov.br/guia-nacional-de-informacao-e-apuracao-do-icms-substituicao-tributaria-gia-st-baixa-de-notificacao/,Carta de Serviço,178,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,Empresa,Guia de informação e apuração do ICMS benefícios fiscais (GIA-BF) – baixa de notificação,https://www.catalogo.sefaz.ms.gov.br/guia-de-informacao-e-apuracao-do-icms-beneficios-fiscais-gia-bf-baixa-de-notificacao/,Carta de Serviço,179,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,Empresa,FADEFE/MS (Fundo de apoio ao desenvolvimento econômico e de equilíbrio fiscal do estado) – baixa de notificação de débito,https://www.catalogo.sefaz.ms.gov.br/fadefe-ms-fundo-de-apoio-ao-desenvolvimento-economico-e-de-equilibrio-fiscal-do-estado-baixa-de-notificacao-de-debito/,Carta de Serviço,180,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – crédito presumido nas operações com os produtos resultantes da industrialização do leite (art. 1º do Dec. 6.996/1993) – apenas para industrializadores de leite,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-presumido-nas-operacoes-com-os-produtos-resultantes-da-industrializacao-do-leite-art-1o-do-dec-6-996-1993-apenas-para-industrializadores-de-leite/,Carta de Serviço,181,2025-08-14
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,"Autorização específica – crédito presumido nas operações internas ou interestaduais com produtos cerâmicos (art. 77, II do Anexo I ao RICMS) – apenas p/ indústrias",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-presumido-nas-operacoes-internas-ou-interestaduais-com-produtos-ceramicos-art-77-ii-do-anexo-i-ao-ricms-apenas-p-industrias/,Carta de Serviço,182,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – diferimento do lançamento e do pagamento do ICMS incidente na aquisição de gado bovino e bufalino em pé para abate (Dec. 12.056/2006) – serviço exclusivo para frigoríficos (CAE 3.17.03),https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-lancamento-e-do-pagamento-do-icms-incidente-na-aquisicao-de-gado-bovino-e-bufalino-em-pe-para-abate-dec-12-056-2006-servico-exclusivo-para/,Carta de Serviço,183,2025-08-14
Autorizações - CCIS;Comércio Indústria e Serviços,Empresa,Autorização específica – percentual de valor diferenciado de MVA para produtos alimentícios (art. 6º-D do Anexo III ao RICMS) – apenas para indústrias de alimentos,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-percentual-de-valor-diferenciado-de-mva-para-produtos-alimenticios-art-6o-d-do-anexo-iii-ao-ricms-apenas-para-industrias-de-alimentos/,Carta de Serviço,184,2025-08-14
Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS;Notícias,Empresa,SMEPA – baixa de notificação,https://www.catalogo.sefaz.ms.gov.br/smepa-baixa-de-notificacao/,Carta de Serviço,185,2025-08-14
Comércio Indústria e Serviços;Regimes Especiais - CCIS,Empresa,Regime especial – substituto tributário responsável pelo pagamento semanal do ICMS Transporte devido por transportadora desta ou de outra UF ou por transportador autônomo (Dec. 14.923/2018),https://www.catalogo.sefaz.ms.gov.br/regime-especial-substituto-tributario-responsavel-pelo-pagamento-semanal-do-icms-transporte-devido-por-transportadora-desta-ou-de-outra-uf-ou-por-transportador-autonomo-dec-14-923-2018/,Carta de Serviço,186,2025-08-14
Comércio Indústria e Serviços;Regimes Especiais - CCIS,Empresa,"Regime especial – transportador ferroviário deste estado apurar e recolher o ICMS transporte por período mensal (art. 50 do Anexo V ao RICMS, Ajuste SINIEF 19/89)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-transportador-ferroviario-deste-estado-apurar-e-recolher-o-icms-transporte-por-periodo-mensal-art-50-do-anexo-v-ao-ricms-ajuste-sinief-19-89/,Carta de Serviço,187,2025-08-14
Comércio Indústria e Serviços;Regimes Especiais - CCIS,Empresa,"Regime especial – substituto tributário do ICMS devido sobre autopeças adquiridas em outra Unidade da Federação – apenas para atacadistas/distribuidoras de autopeças (art. 4º, I, c, 4 do Anexo V ao RICMS e art. 5º do Dec. 14.383/2016)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-substituto-tributario-do-icms-devido-sobre-autopecas-adquiridas-em-outra-unidade-da-federacao-apenas-para-atacadistas-distribuidoras-de-autopecas-art-4o-i-c-4/,Carta de Serviço,188,2025-08-14
