Categorias,Perfis,Serviços,URL
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Agropecuária,Guia para liberação de mercadoria estrangeira sem comprovação do recolhimento do ICMS (GLME) – análise e concessão de visto,https://www.catalogo.sefaz.ms.gov.br/guia-de-liberacao-de-mercadoria-estrangeira-sem-comprovacao-do-recolhimento-do-icms-glme-analise-e-concessao-de-visto/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,Agropecuária,"Regime especial – dilatação de prazo para pagamento mensal do ICMS diferencial de alíquota devido na entrada de mercadorias destinadas ao uso, consumo ou ativo fixo (art. 4º, I, b do Anexo V ao RICMS)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-para-pagamento-mensal-do-icms-diferencial-de-aliquota-devido-na-entrada-de-mercadorias-destinadas-ao-uso-consumo-ou-ativo-fixo-art-4o-i-b-do-anexo-v-a/
Agropecuária;Declarações - CAP,Agropecuária,Declaração anual de produtor (DAP) – pedido de cópia,https://www.catalogo.sefaz.ms.gov.br/declaracao-anual-de-produtor-dap-pedido-de-copia/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,Agropecuária,"Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Dec. 11.803/2005)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-industrializados-ou-semielaborados-dec-11-3/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,Agropecuária,"Regime especial para facilitar o cumprimento de obrigação acessória (art. 4º, II do Anexo V ao RICMS)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-para-facilitar-o-cumprimento-de-obrigacao-acessoria-art-4o-ii-do-anexo-v-ao-ricms/
Agropecuária;Documentos Fiscais - CAP,Agropecuária,"Nota fiscal de produtor, série especial (NFP/SE) – prestação de contas de notas emitidas e não baixadas automaticamente ou canceladas",https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-serie-especial-nfp-se-prestacao-de-contas-de-notas-emitidas-e-nao-baixadas-automaticamente-ou-canceladas/
Agropecuária;Documentos Fiscais - CAP,Agropecuária,Nota fiscal de produtor eletrônica (NFP-e) – cancelamento extemporâneo,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-extemporaneo/
Agropecuária;Cadastro Fiscal - CAP,Agropecuária,Cadastro da agropecuária (CAP) – alteração de dados cadastrais,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-alteracao-de-dados-cadastrais/
Agropecuária;Documentos Fiscais - CAP,Agropecuária,Nota fiscal de produtor eletrônica (NFP-e) – cancelamento dentro do prazo de 144h,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-dentro-do-prazo-de-144h/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Agropecuária,Denúncia Espontânea – solicitação,https://www.catalogo.sefaz.ms.gov.br/denuncia-espontanea-solicitacao/
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,Agropecuária,Livros fiscais – autenticação,https://www.catalogo.sefaz.ms.gov.br/livros-fiscais-autenticacao/
Agropecuária;Cadastro Fiscal - CAP,Agropecuária,Cadastro da agropecuária (CAP) – baixa da inscrição estadual,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-baixa-da-inscricao-estadual/
Agropecuária;Cadastro Fiscal - CAP,Agropecuária,Cadastro da agropecuária (CAP) – suspensão temporária da inscrição estadual a pedido do contribuinte e sua prorrogação,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-suspensao-temporaria-da-inscricao-estadual-a-pedido-do-contribuinte-e-sua-prorrogacao/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Agropecuária,Nota fiscal avulsa eletrônica (NFA-e) – emissão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/
Agropecuária;Cadastro Fiscal - CAP,Agropecuária,Cadastro da agropecuária (CAP) – reativação de inscrição estadual suspensa por vencimento de contrato,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-de-inscricao-estadual-suspensa-por-vencimento-de-contrato/
Agropecuária;Documentos Fiscais - CAP,Agropecuária,Nota fiscal de produtor eletrônica (NFP-e) – desbloqueio para emissão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-desbloqueio-para-emissao/
Agropecuária;Autorizações - CAP,Agropecuária,"Autorização específica – aquisição de milho e soja para uso na ração animal, com diferimento do ICMS",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-aquisicao-de-milho-e-soja-para-uso-na-racao-animal-com-diferimento-do-icms/
Agropecuária;Cadastro Fiscal - CAP,Agropecuária,Cadastro da agropecuária (CAP) – inscrição de produtor rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-inscricao-de-produtor-rural/
Agropecuária;Cadastro Fiscal - CAP,Agropecuária,Cadastro da agropecuária (CAP) – reativação da inscrição estadual,https://www.catalogo.sefaz.ms.gov.br/cadastro-da-agropecuaria-cap-reativacao-da-inscricao-estadual/
Agropecuária;Documentos Fiscais - CAP,Agropecuária,Nota fiscal de produtor eletrônica (NFP-e) – emissão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-emissao/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços","Solicitação de cópia de documentos, processos ou outra relativa a benefícios fiscais",https://www.catalogo.sefaz.ms.gov.br/solicitacao-de-copia-de-documentos-processos-ou-outra-relativa-a-beneficios-fiscais/
Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços","Conhecimento de transporte eletrônico para outros serviços – CT-e OS, modelo 67 – pedido de credenciamento",https://www.catalogo.sefaz.ms.gov.br/conhecimento-de-transporte-eletronico-para-outros-servicos-ct-e-os-modelo-67-pedido-de-credenciamento/
Comércio Indústria e Serviços;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços","Conhecimento de transporte eletrônico – CT-e, modelo 57 – pedido de credenciamento para emissão",https://www.catalogo.sefaz.ms.gov.br/conhecimento-de-transporte-eletronico-ct-e-modelo-57-pedido-de-credenciamento-para-emissao/
Comércio Indústria e Serviços;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços",Nota fiscal de energia elétrica eletrônica (NF3-e) – credenciamento,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-energia-eletrica-eletronica-nf3-e-credenciamento/
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços",Nota fiscal eletrônica (NF-e) – credenciamento,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-eletronica-nf-e-credenciamento/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Termo de Acordo – concessão e renovação – distribuidora de medicamentos localizada neste Estado – tratamento tributário do Decreto nº 12.415/2007,https://www.catalogo.sefaz.ms.gov.br/prorrogacao-do-prazo-previsto-no-termo-de-acordo-firmado-com-base-no-decreto-no-12-415-2007/
Comércio Indústria e Serviços;RESTITUIÇÕES,"Comércio, Indústria e Serviços","ICMS – comunicação da apropriação de crédito nos termos do art. 17, § 3º, II, “a”, da Resolução/SEFAZ Nº 3.426/2025 (limite de 300 Uferms)",https://www.catalogo.sefaz.ms.gov.br/icms-comunicacao-da-apropriacao-de-credito-nos-termos-do-art-17-%c2%a7-3o-ii-a-da-resolucao-sefaz-no-3-426-2025-limite-de-300-uferms/
Comércio Indústria e Serviços;RESTITUIÇÕES,"Comércio, Indústria e Serviços","ICMS – solicitação, por empresa do Simples Nacional, de registro de crédito de que trata o art. 19, da Resolução/SEFAZ Nº 3.026/2025 (limite de 300 Uferms)",https://www.catalogo.sefaz.ms.gov.br/icms-solicitacao-por-empresa-do-simples-nacional-de-registro-de-credito-de-que-trata-o-art-19-da-resolucao-sefaz-no-3-026-2025-limite-de-300-uferms/
Comércio Indústria e Serviços;Declarações - CCIS,"Comércio, Indústria e Serviços",Solicitar opção de pagamento da apuração do ICMS – Substituição Tributária – Resolução SEFAZ nº 3.157/2021,https://www.catalogo.sefaz.ms.gov.br/solicitar-opcao-de-pagamento-da-apuracao-do-icms-substituicao-tributaria-resolucao-sefaz-no-3-157-2021/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Substituição de benefícios por crédito presumido nos moldes do artigo 31 da Lei Complementar nº 93/2001 – Empresas detentoras de Termo de Acordo do programa MS-Empreendedor,https://www.catalogo.sefaz.ms.gov.br/substituicao-de-beneficios-por-credito-presumido-nos-moldes-do-artigo-31-da-lei-complementar-n-93-2001-empresas-detentoras-de-termo-de-acordo-do-programa-ms-empreendedor/
Agropecuária;Comércio Indústria e Serviços;Créditos Fiscais - CAP;Créditos Fiscais - CCIS,"Comércio, Indústria e Serviços",ICMS – comunicação de registro extemporâneo de crédito fiscal,https://www.catalogo.sefaz.ms.gov.br/icms-comunicacao-de-registro-extemporaneo-de-credito-fiscal/
Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Sistema Público de Escrituração Digital (SPED) - Documentos Fiscais Eletrônicos (DFE),"Comércio, Indústria e Serviços",Nota fiscal fatura de serviços de comunicação eletrônica (NFCom) – credenciamento voluntário,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-fatura-de-servicos-de-comunicacao-eletronica-nfcom-credenciamento-voluntario/
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Sistema Público de Escrituração Digital (SPED) - Documentos Fiscais Eletrônicos (DFE),"Comércio, Indústria e Serviços",Escrituração fiscal digital (EFD) – credenciamento voluntário,https://www.catalogo.sefaz.ms.gov.br/escrituracao-fiscal-digital-efd-credenciamento-voluntario/
Comércio Indústria e Serviços;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços",Nota fiscal de consumidor eletrônica (NFC-e) – credenciamento e CSC,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-consumidor-eletronica-nfc-e-credenciamento-e-csc/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Análise dos investimentos necessários à fruição de créditos outorgados pactuados em Termo de Acordo – benefício da Lei Complementar nº 93/2001,https://www.catalogo.sefaz.ms.gov.br/analise-dos-investimentos-necessarios-a-fruicao-de-creditos-outorgados-pactuados-em-termo-de-acordo-beneficio-da-lei-complementar-n-93-2001/
Agropecuária;Cadastro Fiscal - CAP;Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Exclusão ou inclusão de pessoa no quadro societário de empresa inscrita no CCE,https://www.catalogo.sefaz.ms.gov.br/exclusao-ou-inclusao-de-pessoa-no-quadro-societario-de-empresa-inscrita-no-cce/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – dilatação do prazo para pagamento semanal do ICMS devido nas saídas interestaduais (art. 72, V do Anexo V ao RICMS) – apenas para usinas e industriais de combustíveis, derivados ou não de petróleo",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-dilatacao-do-prazo-para-pagamento-semanal-do-icms-devido-nas-saidas-interestaduais-art-72-v-do-anexo-v-ao-ricms-apenas-para-usinas-e-industriais-de-combu/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – dilatação do prazo para pagamento semanal do ICMS devido nas saídas interestaduais – para outras empresas (que NÃO SE ENQUADRAM como: cerealistas ou comercializadoras de cereais, usinas ou industriais de combustíveis, frigoríficos e atacadistas de carne)",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-dilatacao-do-prazo-para-pagamento-semanal-do-icms-devido-nas-saidas-interestaduais-para-outras-empresas-que-nao-se-enquadram-como-cerealistas-ou-comerciali/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;e-Fazenda;e-Fazenda;e-Fazenda;e-Fazenda,"Comércio, Indústria e Serviços","Procuração digital para acesso ao e-Fazenda – cadastro de procurador/representante legal em caso de incapacidade, espolio e demanda judicial",https://www.catalogo.sefaz.ms.gov.br/procuracao-digital-para-acesso-ao-e-fazenda-cadastro-de-procurador-representante-legal-em-caso-de-incapacidade-espolio-e-demanda-judicial/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Comprovação de destinação de parte do IRPJ ao Fundo Estadual para a Infância e a Adolescência (FEINAD/MS) ou ao Fundo Estadual dos Direitos da Pessoa Idosa (FEDPI/MS) na forma da Lei Complementar nº 93/2001 (CIDEC),https://www.catalogo.sefaz.ms.gov.br/comprovacao-de-destinacao-de-parte-do-irpj-ao-fundo-estadual-para-a-infancia-e-a-adolescencia-feinad-ms-ou-ao-fundo-estadual-dos-direitos-da-pessoa-idosa-fedpi-ms-na-forma-da-lei-complementar-n-9/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Portal e-Fazenda;Portal e-Fazenda;Portal e_Fazenda,"Comércio, Indústria e Serviços",e-Fazenda – cadastro,https://www.catalogo.sefaz.ms.gov.br/e-fazenda-cadastro/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Análise das obrigações socioeconômicas pactuadas em Termo de Acordo – Benefício da Lei Complementar n. 93/2001 (CIDEC),https://www.catalogo.sefaz.ms.gov.br/analise-das-obrigacoes-socioeconomicas-pactuadas-em-termo-de-acordo-beneficio-da-lei-complementar-n-93-2001-cidec/
Agropecuária;Cadastro Fiscal;Cadastro Fiscal - CAP;Cadastro Fiscal - CCIS;Cidadão / Governo / Geral;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Providência cadastral para apreciação da Superintendência,https://www.catalogo.sefaz.ms.gov.br/providencia-cadastral-para-apreciacao-da-superintendencia/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Requerimento de incentivos fiscais com compromisso de obrigações recíprocas,https://www.catalogo.sefaz.ms.gov.br/requerimento-de-incentivos-fiscais-com-compromisso-de-obrigacoes-reciprocas/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Contribuição adicional ao Fundo Pró-Desenvolve – adesão (Lei Complementar nº 93/2001 – art. 23-A),https://www.catalogo.sefaz.ms.gov.br/contribuicao-adicional-ao-fundo-pro-desenvolve-adesao-lei-complementar-no-93-2001-art-23-a/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços",Documentação fiscal solicitada por terceiro,https://www.catalogo.sefaz.ms.gov.br/documentacao-fiscal-solicitada-por-terceiro/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços",Demonstrativos de PPD de ICMS e ITCD,https://www.catalogo.sefaz.ms.gov.br/demonstrativos-de-ppd-de-icms-e-itcd/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",Microempresa Simples Nacional – reconsideração da análise para enquadramento no benefício do Decreto nº 16.177/2023,https://www.catalogo.sefaz.ms.gov.br/microempresa-simples-nacional-reconsideracao-da-analise-para-enquadramento-no-beneficio-do-decreto-no-16-177-2023/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Notícias,"Comércio, Indústria e Serviços",Pedido de reconsideração de despacho de indeferimento de atestado de inexistência para fins de diferimento do ICMS diferencial de alíquotas e de importação na aquisição de máquinas e equipamentos industriais – Termo de Acordo,https://www.catalogo.sefaz.ms.gov.br/pedido-de-reconsideracao-de-despacho-de-indeferimento-de-atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-indu/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Notícias,"Comércio, Indústria e Serviços",ICMS Importação – dispensa da cobrança de ICMS sobre a importação de bens de uso exclusivo em processo de geração e de transmissão de sons e imagens ou de composição e impressão jornalística,https://www.catalogo.sefaz.ms.gov.br/icms-importacao-dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-de-uso-exclusivo-em-processo-de-geracao-e-de-transmissao-de-sons-e-imagens-ou-de-composicao-e-impressao-jornalistica/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","ICMS Importação – dispensa da cobrança de ICMS sobre a importação de bens, por estabelecimentos não industriais ou industriais não contribuintes, de uso em funções específicas, relacionadas com as atividades do importador",https://www.catalogo.sefaz.ms.gov.br/icms-importacao-dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-por-estabelecimentos-nao-industriais-ou-industriais-nao-contribuintes-de-uso-em-funcoes-especificas-relacionadas-com-as-ati/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Prorrogação de atestado de inexistência para fins de diferimento do ICMS diferencial de alíquotas e de importação na aquisição de máquinas e equipamentos industriais – Termo de Acordo,https://www.catalogo.sefaz.ms.gov.br/prorrogacao-de-atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-industriais-termo-de-acordo/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – redução de base de cálculo nas operações internas com máquinas novas relacionadas no Dec. 16.114/2023 – apenas p/ empresas comercializadoras das máquinas citadas,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-reducao-de-base-de-calculo-nas-operacoes-internas-com-maquinas-novas-relacionadas-no-dec-16-114-2023-apenas-p-empresas-comercializadoras-das-maquinas-citad/
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços","Nota fiscal de produtor eletrônica (NFP-e) – baixa de pendência de NFP-e de remessa com suspensão/não-incidência do ICMS, se comprovado o retorno da mercadoria",https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-baixa-de-pendencia-de-nfp-e-de-remessa-com-suspensao-nao-incidencia-do-icms-se-comprovado-o-retorno-da-mercadoria/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – dilatação do prazo para pagamento semanal do ICMS devido nas saídas interestaduais – diferimento do ICMS Garantido-Abate – serviços exclusivos para atacadistas de carne (CAE 4.17.00),https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-dilatacao-do-prazo-para-pagamento-semanal-do-icms-devido-nas-saidas-interestaduais-diferimento-do-icms-garantido-abate-servicos-exclusivos-para-ata/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – diferimento do lançamento e do pagamento do ICMS Garantido-Abate (Decreto nº 12.056/2006) – serviço exclusivo para atacadistas de carne (CAE 4.17.00),https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-lancamento-e-do-pagamento-do-icms-garantido-abate-decreto-no-12-056-2006-servico-exclusivo-para-atacadistas-de-carne-cae-4-17-00/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – dilatação do prazo para pagamento semanal do ICMS devido nas saídas interestaduais – diferimento do ICMS nas operações com gado bovino e bufalino para abate ou diferimento do ICMS Garantido-Abate – serviços exclusivos para frigoríficos (CAE 3.17.03),https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-dilatacao-do-prazo-para-pagamento-semanal-do-icms-devido-nas-saidas-interestaduais-diferimento-do-icms-nas-operacoes-com-gado-bovino-e-bufalino-para-abate-ou/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços",Regime especial – frigorífico de outra UF – cadastro como substituto tributário responsável pelo pagamento da diferença de peso ou preço – apenas para frigoríficos do estado de São Paulo (Prot. ICMS 03/88),https://www.catalogo.sefaz.ms.gov.br/regime-especial-frigorifico-de-outra-uf-cadastro-como-substituto-tributario-responsavel-pelo-pagamento-da-diferenca-de-peso-ou-preco-apenas-para-frigorificos-do-estado-de-sao-pau/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial – dilatação de prazo p/ pagamento, por período mensal, do ICMS devido nas saídas interestaduais de soja e farelo de soja – apenas para indústrias de óleo de soja (art. 4º, I, a do Anexo V ao RICMS, c/c art. 74, III do RICMS)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-p-pagamento-por-periodo-mensal-do-icms-devido-nas-saidas-interestaduais-de-soja-e-farelo-de-soja-apenas-para-industrias-de-oleo-de-soja-art/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – diferimento do ICMS no recebimento de grãos da CONAB – p/ estabelecimentos industriais, comerciais ou de cooperativas (art. 1º, § 1º, II, c do Anexo II ao RICMS)",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-icms-no-recebimento-de-graos-da-conab-p-estabelecimentos-industriais-comerciais-ou-de-cooperativas-art-1o-%c2%a7-1o-ii-c-do-anexo-ii-ao/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – diferimento do ICMS na aquisição de embalagens plásticas e latas produzidas em MS p/ acondicionar os produtos do adquirente (Res. Int. SEF de 1993) – apenas p/ indústrias e abatedores de animais,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-icms-na-aquisicao-de-embalagens-plasticas-e-latas-produzidas-em-ms-p-acondicionar-os-produtos-do-adquirente-res-int-sef-de-1993-apenas-p/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Fusão/Incorporação (art. 13-A e 13-B do Anexo V ao Regulamento do ICMS – RICMS),https://www.catalogo.sefaz.ms.gov.br/fusao-incorporacao-art-13-a-e-13-b-do-anexo-v-ao-regulamento-do-icms-ricms/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – credenciamento para remessa de alumínio a estabelecimentos de outra UF, assumindo a responsabilidade pelo pagamento do ICMS (art. 47-A, § 5º, II do Anexo III ao Regulamento do ICMS)",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credenciamento-para-remessa-de-aluminio-a-estabelecimentos-de-outra-uf-assumindo-a-responsabilidade-pelo-pagamento-do-icms-art-47-a-%c2%a7-5o-ii-do-anexo-iii-ao-r/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Levantamento ou devolução de garantia (art. 17 e 18 do Subanexo Único ao Anexo V ao RICMS) oferecida para:  a) obtenção/renovação de regime especial ou autorização específica, b) cadastro como distribuidora de combustíveis estabelecida em MS, c) cadastro como contribuinte substituto tributário de MS estabelecido em outra UF",https://www.catalogo.sefaz.ms.gov.br/levantamento-ou-devolucao-de-garantia-art-17-e-18-do-subanexo-unico-ao-anexo-v-ao-ricms-oferecida-para-obtencao-renovacao-de-regime-especial-ou-autorizacao-especifica-cadastro/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização – controle de empresas interdependentes (art. 57-A da Lei nº 1.810/1997) – apenas p/ contribuintes de Mato Grosso do Sul,https://www.catalogo.sefaz.ms.gov.br/autorizacao-controle-de-empresas-interdependentes-art-57-a-da-lei-no-1-810-1997-apenas-p-contribuintes-de-mato-grosso-do-sul/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços",Ouvidoria Fazendária,https://www.catalogo.sefaz.ms.gov.br/ouvidoria-fazendaria/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de artesão (CEA – cadastro especial de artesão)",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-artesao-cea-cadastro-especial-de-artesao/
Comércio Indústria e Serviços;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços","Nota fiscal eletrônica (NF-e), modelo 55 – pedido de cancelamento extemporâneo",https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-eletronica-nf-e-modelo-55-pedido-de-cancelamento-extemporaneo/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços",Regime especial –  PROEXPRP – Ponta Porã (art. 5º-A do Dec. 14.426/2016),https://www.catalogo.sefaz.ms.gov.br/regime-especial-proexprp-ponta-pora-art-5o-a-do-dec-14-426-2016/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços",Autorização – inclusão de franqueadora no regime especial de transportadora conveniada (Anexo XII ao RICMS) – apenas para transportadoras de MS com regime especial de transportadora conveniada,https://www.catalogo.sefaz.ms.gov.br/autorizacao-inclusao-de-franqueadora-no-regime-especial-de-transportadora-conveniada-anexo-xii-ao-ricms-apenas-para-transportadoras-de-ms-com-regime-especial-de-transportadora-co/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Credenciamento – remessa de produtos agrícolas para depósito em Goiás, com suspensão da cobrança do ICMS (Prot. ICMS 10/98)",https://www.catalogo.sefaz.ms.gov.br/credenciamento-remessa-de-produtos-agricolas-para-deposito-em-goias-com-suspensao-da-cobranca-do-icms-prot-icms-10-98/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Credenciamento para recebimento de produtos agrícolas para depósito, remetidos por produtores rurais do estado de Goiás, com suspensão da cobrança do ICMS (Prot. ICMS 10/98)",https://www.catalogo.sefaz.ms.gov.br/credenciamento-para-recebimento-de-produtos-agricolas-para-deposito-remetidos-por-produtores-rurais-do-estado-de-goias-com-suspensao-da-cobranca-do-icms-prot-icms-10-98/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – redução de base de cálculo nas operações com produtos resultantes da industrialização da mandioca (art. 60-B do Anexo I ao RICMS) – apenas p/ industrializadores de mandioca,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-reducao-de-base-de-calculo-nas-operacoes-com-produtos-resultantes-da-industrializacao-da-mandioca-art-60-b-do-anexo-i-ao-ricms-apenas-p-industrializadore/
